user_id,cluster
A3UQUBYJ0Y63GH,1
A3UQG0YWRX2850,1
A14ZIO7IOXL0QN,1
A2PTGU4O4ZMJ4G,0
A1D5XT8NNNSAD7,0
A37SKTFNKLOX4X,1
A3EZIP6YQX5J8Q,1
A38TMKI47AZQ2T,0
A1W2A98FT096EF,1
A2XS5EYY3V8KZH,0
A3KYKM4365AO5Q,0
A2F9LKRXE3ZW3B,0
A1JV882QCS28BF,1
A3EJ1GW8KXUZHD,1
A2XSNMEZ5ZC3D9,0
A3D4V3Z63SMMLQ,1
A2JJO0DNB4QV0O,0
A2A8E70X0VXJT0,1
A8YD82D118U1S,1
A2QVUZY2BJFVE6,0
A8UR5CYCX6FLF,0
A3SC4C1JKA34CC,1
A147ZEBHWD04WD,0
A31Z48BHHUTB0P,1
A2U8QA856AC193,1
A3N9FDER4SGFQU,1
A1IVLMQKOKAGSG,0
A3VUUANZNKFT0I,0
A2K62IHNYD9CBR,0
A38GU3KGQPGFDY,1
A3N70ODAFZ9DSV,1
A1KCLSEX8YECWD,1
A1XX2PL4CXNHVJ,0
A2866X4VRWGEO8,1
A2S129VPPKSBOU,1
A1RKY6QL7SFX5K,1
A3NAYUJG6EI401,0
A204YGIW87T020,1
A3GXIK1Z40Z6CQ,1
A2X1INHRX4Z9J0,0
A16JJB6QA8Q5Y9,1
A1MCME9TKD50MM,0
A2Y96MUF4VWAOW,0
A14ZUZVBSJ41V0,0
A46C9XPKN7ZBM,1
A1I4NHYX40MFD,0
A15G233RW36NU,0
A1XVBRU6QMPAUA,0
A2K6G44ND0NQQ9,0
A20SBZN7R9YR25,0
A2IQN1DBC44J4X,0
A29N8G8FOWVFAM,0
A3S8T41ZDGO7R0,0
A1WZIN2DAJQYBY,0
A25MUSE3YNYP16,1
A3SIBHC79PHWYF,0
A17KIXU0ECW6UZ,1
A2TS77S3W0U36U,0
A36VA0T82O6NG0,0
A35HMLOGI89BG,0
A22KMCKYE5KQ2X,0
A3IOJ9KHFZ1ULR,1
A12RXIGI4Z7U4A,0
A7D574N3I1E3G,1
A32CPKHMERXE8H,1
A2GEG7NWDYSDA4,0
A1UMLU05SROUAQ,0
A3PXY3ERUOU8JY,0
A2FM3RDV2X53HJ,1
A15UB2X8AG8HIG,1
A26BU3ZU0R5IPF,1
A1O7V4V3M9LGSR,1
A1H1PD5UF5U5Q8,0
A13H9L3JYJL4O4,0
A1TBCT7195A7IU,0
A2GKJ9VP2C1PMH,0
A1SA38937HEENJ,1
A1RJ5DGMIXQFN1,1
A10UC0AE485JVX,1
A18OLZIT0DGVJR,1
A58I5AEY3T1QZ,0
A1WCUB540L4HRK,0
A58RRK4SVIQY7,1
A1WPFIZ8P3O86V,1
A3KH2BMNC92Y4F,0
A3NAS4ZUEOAN12,1
A3RH3HS2KBTJMT,1
A2UABC03W42T72,1
A2NRIGZQV7V60O,0
A32AD1CX5CYHVG,1
A3GAG51Z8S2DZ1,1
A3A4FY5TTDP9PR,1
A1NL9VG7192BJ1,0
A381CX7FTC6CS6,1
A38FO456GIPLDL,1
A3UMCXWQF9SVIS,0
A1J9S070L0MVWX,1
A10ZFE6YE0UHW8,1
A376X3VV1NJ8SQ,0
A2MKLJT7OZW0XE,0
A2TGECA3RXSZR3,0
A1XPPO22Y71OAI,1
A2OYPPJDTALTL7,1
A3UZI8M0RGOU2E,0
A20Z0YOKSC31L0,0
A2Q132M0RGZ15R,0
A2UA8G8Y1FUT84,1
A26YCOD8MR91Q8,1
A1BWYF3SDU76HD,1
A1MRI23I1Q6I0J,0
A2E5XMD6VDNK6L,1
A2LRWXZ01L49VM,0
A3MWFBHCFSUOAA,0
A3B50WSCPLFKVA,1
A2RGZDDY2ZUPSW,0
A1N79L0O2ZQVGE,0
A2M3G9J4249JUU,0
A15YX2XP4CUFG3,1
A1GG2G9A14QECC,0
A1V7EJNV13WY9P,0
A184HKN286B6XS,1
A37GAGAZDFRMZ3,1
A2L1A59JGITMP8,1
A1XR58IRKP3HEZ,0
A15BLPJGNP9AOS,1
A56N8QVJAITOJ,1
A1W6SXVP0KMGJ0,0
A25N8UP4PJVQ8Z,0
A2B0IUE1DZZKQD,1
A3TFG85LT1U5W9,0
A2PAQJ33JH1TKL,1
A4ZQZP41D95JO,1
A3GSXA18PSFW3V,1
A1LE5P3F9FU6EF,1
A1PZNBJYBRHMUO,0
A5OLI4V6E35BQ,1
A49DOVGSBWUJ8,0
A2H7KCTLEII33W,1
A2U1BYEK28NS3F,1
A2P2J66I9JH5VB,1
A1HBTW5M7ZZ9PT,0
A281NPSIMI1C2R,0
A1DYHNSD4T1LEH,0
A34OIIWM8N3NIN,1
A2C1ZAAEQSHC2L,1
A1S9N94L3V34PH,0
A1OX4A9VK41FVH,0
A248BOOKFW8MRG,0
A3I31OWIBEJDSE,0
A23BSUY68GPW2L,1
A10RKOAEI80PWA,1
A1G0SBCIDT2CR3,1
A3S195DGLJGL0S,1
A39XGPBYI3WQW8,0
A2HUMZJJ1IPIPW,1
A1B54QPRCC9ON7,1
A3HB9ZTMLK8KW8,1
A2IBCAV99XTMFK,0
A10IMYG2DGMV5A,0
A2V4P40ZKBDQIW,1
A2NO3HY5O1GWB8,1
A1HHG0HS5HLKGF,1
A6LECYTRKHE0A,1
A3MNGW9PHOI0SQ,1
A1N0KPRDV8M95,0
A2L0J3WT4GY1D2,1
A2Q9S1ODQK58ZP,0
A2M52EPVD3BVL2,0
A33ZPHFEMAU1QW,0
A2D2EKN5XVWPK,1
A3FLCQ3FGWI4GY,1
A2TT48IJEFO8OY,1
A3VFNS6LPJ6Y4M,1
A1PFXBVK0LOAYM,1
A3S459EHZONQUI,0
A2QIHZT6DDO191,1
A36DVGJ18JV1E0,1
A3RP8X4Y80NP66,0
A2G8U5IZR51FG,0
A1N3Q18U47JIPR,1
A3POBYABLPS4U5,0
A1K8TRX81BZDDA,0
A29WVK6C4QM4LV,1
A3O4RUCPO9OW5P,0
A15AK9IPEPOQW7,0
A2C8X8FP0ML71G,1
A2UGWKIYP0CE1U,0
A1ACQBW8UMRB2Q,1
A39PL4CXJXKJAF,1
A9K7R93T5E2XV,0
A1199Y8JDQ6KJB,1
A2QBZYUWOIZG36,1
A3PDKMGMM2XP4V,0
A13S56TAVF2Q8A,1
A1J8LNBNLFIML2,1
A3Q7NKLV6ERUUC,1
A1DY2OFYOE63OR,0
A13LKNC6P4HFZO,1
A204906HLJ443E,0
A1GUWFBWRXTJG0,1
A27C84PT7QTJDC,0
A182DEQE7J35MK,0
A40UTSS993WSK,0
A2VI0HWKNOKECC,1
A1KBVL5WX6FGBU,1
A3L559VPSHAGBX,1
A31XW1RTQ4ZG9W,1
A3EYFNCOKPHBUX,0
A1RRR3ICAMMXV7,1
A28Q0JA9H8WZOD,1
A1SG46554KJHDZ,1
A30VSGGKH6XUW3,1
A3GH0VSG68C8SL,1
A3NRK9U3WF68W7,1
A25J5IVQGKWUIW,0
A23BIB9KUEAYPH,0
A3JD47998DW2HH,0
A15M8KEA94O7B6,1
A1K1J8KGTZ1ZHD,0
A3JT3H3CEXCYYT,1
A1D7TZ4D587YQA,1
A3B9NMBD1Q7QEH,1
A3TQKMVVSU5F11,0
A25H28PF74DVFE,0
A106C2X5QCJNZ3,1
A1YT7WKOLI6JZZ,0
A1Y249MSRVCWWQ,0
A5CPQGV0QF5TZ,1
A34ED212CHHTW,0
A3QCZ5CAVNF0MU,0
A21AX0VTTFFLK6,0
A2T2HHM6RWLQK9,1
A2B9UQHU9219XQ,0
A2HPJWZ7311UJM,0
A1KL52HQND1CIF,1
A6ZDT7TSY1KIM,1
A115QF4ZL9K9FG,1
A1DBERZPTT52EJ,0
A9LOS31C3AP3E,1
A2ALTD63HBSLVV,0
A2IL2K4D1V8XGE,1
A2LOLF78E65Y0F,0
A1M36LA2KC8LZ8,1
A1605Z44TTBCRZ,1
A3JN0VZ1JENOB7,1
A3SLO3T4FDWKQI,0
A35HOUWHAYZZN6,1
A2DX42CWI9CQ3M,1
A1PR97ZNI8O91D,1
A3FB4775FLIKS5,1
A1OPRLUUQRCDAB,0
A1LMV73IDFHMLZ,1
A2QWHEI914GHRZ,1
A30QAOLNZ4415R,1
A3LMIEDPM8PQOL,0
A52KRCTKBL4WF,0
A2BBLWWB02AXKL,0
A3PWCWCP2GEH8T,0
A28F44SR2H6DS3,0
A3LJKX6ZH8JAHZ,0
A5YGYNB4B6GQB,0
A3SHBHPCNFDQYP,0
A3BO2X44BR8I8X,1
A38S3X5KN37H7A,1
A37FLG8490AGZW,0
A301Y0OA6IQESJ,0
A1DGRUGIJJFMYS,1
A1A5PG77KMTFR0,1
A1X12IRTIT50HI,0
A2BURU4WYBS0WF,0
A9IW1H19H95X9,0
A2EGS3Z8FILURT,1
A25I0MEKYQHF8E,1
A2WZRBFLJESCSH,0
A1E8SCY9U7U5ZP,0
A1S7L6TZFGEYIG,1
A38HEUO5UNMLBE,0
A39G73B48KUBRK,0
A27KTLDSBWXNED,0
A1B26M03VRB9PO,1
A3JOEIC2MFT1Z3,0
A2KQBKQEA2QJNA,1
A290IJ0WM3AHYY,1
A37ES6QYB2ZOA,0
A3LENTSWM0X7LL,1
A23JBUHLY6RO94,1
A15EVNZ4U5RDCI,0
A56CQB3XQ1TY5,1
A3JVYKAWHZK4QX,0
A11CLGYHENUQEJ,0
A1GQ5ORAW7MYCU,1
A1ZJG0YA6E9B6,1
A19LA6XAIQAVHU,0
A983YAJWA51OR,0
A1F2WSTF72092Y,0
A35G4EAF8OFADK,1
A8FQ3LOQIU694,1
A1FHM2R09QFUMH,1
A3FOD4DV41YMKA,0
A2YMPF0786CJ45,1
A2KXIF9LDU6LG1,1
A12PLW66F43P92,0
A3SEMG5K8X4LO7,1
A19Z0LP5OGR31E,1
A1FK23M2NVFF7O,1
A2TBGBJAM1LMF4,1
A29FH1EBXTPOOF,1
A1N9AA1LBUUUTK,1
A2XJHIQQZCFF5P,0
A3I6EIPC9J6OZB,0
A1FPE01CBLF7CZ,0
A1GDPEU44BKKQ2,0
A2911GIMTN8VDR,1
A2O02C4UZ9E5Q2,0
A24O15MYDNLZBE,1
A1PKG94I1V36FM,1
A1I5G9U0V42XHE,0
A1UYZF4CBWNKBR,0
A1KY25HG3D9NWB,0
A1GRG60I0M701O,0
A1A8HPP0N2FM9F,1
A1C2PB2MUZ4WMS,0
A24CCT26LGMO8Z,0
A11NFH4HWQWX40,1
A1T4KRZCLWCC4F,1
A7DUOCS1MCOLL,1
A1IEAZ67W0ORHI,1
A2GSFRK7TY3QHW,1
A3ARUJVBTTP729,0
A20Y4D0FBHY886,0
A3J4V5H58WBJEL,0
A1XUOGZ07A2QKS,0
A2PU59LZ7Y5AJS,0
A206ARQOEWB235,1
A15K9369HIFKIZ,1
A3N7OBP86BVZKP,0
A6FLTU1QDQTKA,1
A1FHWJ7EFO3E3U,0
A1QR6M5IKJ2HGN,0
A1CAEYPGBMM59A,1
A3FG0FXZFOZNLT,0
A2719ZY1OJ8HI8,1
A2Q7QLSZEMBT10,1
A3RAGI48VYOWUH,0
A3JCE6TNDHAC11,1
A29VL0PPXW7VX7,1
A3NT7RAITJZXXT,0
A371F6GMW7RBX1,1
A1Q1XCEIHV3IZI,0
A1BE0I1HS7E6R3,1
A1MJO70812X5H,0
A39897556OI96H,0
A2TX33MDGDK83Z,1
A2R3CMK6U5T8M2,0
A1TA4H2GJSL9KO,0
A1AUMX8YO19ORK,0
A1HRZN4NRF2EKF,1
A3VKSKT5SJ0PPM,1
A2IPWD3CS9JYQW,0
A38MAZ46ZCI6C,0
A2UNUQX7XZ38PR,1
A25Q08DT5JLITK,0
A1HBCLH7OQMEK2,1
A1Z4K6Q5NCP50U,1
A14VY6SBIDPQ0Y,1
A28XCJMZHTNRDM,1
A23543SAT91HKT,0
A2TNPPCO59HEGJ,1
A4UWNRY0WWECK,1
A13UZJNCBCQM7S,0
A2NXE7WUU7P8OX,0
A2NAE322LQNIHP,0
A3QAG502SPVIX3,0
A3LEUVE6BOKJRN,1
A137THC4MGBWPL,0
A81IT7NIXQ2C7,0
A1NGC74V2ZYGOH,1
A1C6GQJE9IZ8GS,1
A2WOCP6ERLJD3B,1
A3QD96I2Q4HANU,0
A2V12CMJJ8V5AI,1
A36TDRK63A9KTP,1
A2BFQ9SRXS5LBP,0
A1MP83EDXKTT0X,0
A2L05YG20D3S4U,0
A6C1TL8ADZ06H,0
A2WFKFWZMK9WGL,0
A6WH4WKD0VQ48,0
A3NZU8MSS90KYT,1
A1SKKUHRDHFB22,0
A24LGLFRHEC45C,0
A3M3PT89S07PK,0
A3OC93X866Z8TB,0
A3MRMMNKXIRBQ3,1
A18019VLDBK0RN,0
A1WK64OV93G9TA,1
A2T99BYSF788WF,1
A2PKQ8EA8Z0194,1
A3U8UNN0VA1WFX,1
A1F958T2GSWCEK,1
A3N30M1FX7M26Z,1
A3SZ47YKTI2Q23,1
A2M0W65F18L64V,1
A1MV9T33150Q31,1
A8G3NMPVL72KB,0
A2C3L05BKRW9PC,1
A1UXTSLYDI8I5E,0
A2VHL6YS46ZTAU,0
A38YDXWC0WCO4J,1
A2ZMIHWZVW4NK9,0
A2GVD281GZMJCD,1
A1RFBPZ52FK830,1
A28T4X2VUL4V62,1
A93SRU78HLB2P,0
A37I5N89GBQG6V,0
A1LKOIZXPQ9VG0,1
A3ULQIUI1XS8XW,0
A1S3NM0MLQF2X0,1
A3JAGSGIKRXFHW,0
A3V2HS7PM3ZBYW,0
A3Q47VSYVZRNJL,0
A2HCCKOCFLVQYA,1
A17GR2P879W42G,1
A1HN1MUZSZMF6J,0
A37OWW0PR6X4TH,0
A1SN0GF90DLUHI,0
A16VE01D8G68NI,0
A7KQ2RNYDLUPN,1
A2QIHQ4HE4G9HE,1
A37IPYXUQX1IL1,1
A11YVC8VI3H2NW,0
A1DGCYUGU7EJ0N,0
A25Q80BVR3WG3F,0
A256NQV5FZWRPC,1
A3B1YPFS4KA3VO,1
A1A6ZIGZB0VCAI,1
A121EJKVQQJQ36,1
A2W1TK5CJXKH5U,1
A1OK5NA16YRMR7,1
A33MEMV7BKE86K,1
A846WDDH4YXZF,1
A1C92SAQFUBJSZ,1
A3H6IPLMWN4MH6,1
A2BUQAZMNO7QH9,1
A1L3M0FZAB463E,1
A3513M2E6P93SD,1
A2RTEVQA3FI94D,0
A26K3NIIUQM7GB,1
A2LKBVKUBWOVS2,1
A2C4FFJH841EI9,0
A2U3N8TS3Y98HG,1
A4FWFXZGNUFPR,1
A1G17MTL15DUDE,1
A14AZWOLGK6MD3,0
A8084ZJZHN213,1
A1XYHTWU8WJL5X,1
A3L0AUSU2NSLMF,1
A2S8UM9648D5OO,0
A9F86XH6ZGJZ1,0
A3M1DG8BCK852P,0
A34G9QW2VXC18H,0
A2A3DDWLZM8I4A,1
A2VW7T9RQQ56MS,0
A3VYKRN039PFUR,0
A2FG90RW53W8WS,1
A31X519595FG6G,0
A2SA7G6NCIUJ6O,0
A3B87S0BYJ88GF,0
A1U7EK28M689IN,1
A3U74SHEFSQRSB,0
A3QHD3GFZGFRLZ,1
A2EDB4T3HWE7WS,1
A135QISNQIYX7L,1
A1A8JL75ZDZXIN,1
A3BH75MMB4EM6G,1
A1P2H81YEK1QCQ,0
A2XPJ5FLVMFJAY,0
A3V6Z4RCDGRC44,1
A3SDLKLNAR38ZL,1
A3LJN0YB02BONV,1
A2U5NL9MZDQA6M,0
A20S3UYLEP5758,1
A1OKIVED4RU7F1,0
A3BXZUSYZPYKXX,0
AA0YPCLUF78B4,0
A9S1PK2XKKB1T,1
A1AKBO7WU2BYUD,1
A1MTH4LO4JE1FL,1
A13NW52138NENH,1
A1MXT8H9UQY8P1,0
A2X85UXGO8ZJC,0
A2AYFDYDG8CKD9,1
A2LK612GD1SYDD,1
A2C5R41DOEMXPP,0
A3OXXOMSJD7MLN,0
A2O14EFH8O0LV5,0
A1Z40S6IW80FQU,1
A2W9ZWEGEPSHDA,0
A3GI0K01ADG0HU,0
A12SQR9RYGT54W,0
A1P8MS44DSKX5Y,0
A1SBHEKY4D0GQH,1
A1368Z1XFDAMBV,1
A30X750M8V1XXW,0
A1CSY22AJGN3EL,1
A1NH1G4H58RLAJ,0
A2WFA135K7KXRO,0
A1GFCIIW14JKBD,1
A3Y4HGXP2FN5P,0
A39WZA7EZ5Q0QT,1
A2W92T8XJFO3BN,1
A37HP97LLQDF32,0
A3680IT02ZA7DO,1
A36HH95PVZIDRR,0
A17DW6SUOC70DJ,1
A3P6EVHKLE9FBA,1
A3H0GZFL68AKLM,0
A16RJIAHJ6FM3J,0
A3COLUXATAK7X1,0
A16FDY0JXDG6E4,1
A1EQ72KY8RH8F7,0
A1TP73QSCLKF4D,1
A1AVG0DTFCXK5B,1
A24FX30B20WLMV,1
A2H8NYMM89ZMV,0
A240IPC9RQVPRN,1
A1V503QOUYI0HC,1
A1UXK1OM5VI04N,0
A3HF0DN0PFRDFI,1
A2DF62DP20RIXF,1
A2EWHU3RB2Z3YR,1
A5IRZ9EKLD905,1
A33D2QA08EEL6S,0
A1DYGRCYAYJXPS,0
A2WJ3JCKRE0PEA,1
A1U1XCWRU84MJ9,1
A1NGIWTEBOGF76,1
A17ET30I9RHYD0,0
A1VABWDOUQLULZ,0
A2L8V7A44X6A3X,0
A2C484AHY87QYR,0
A1Q3IOYEZ9UWMQ,0
A1IP3PMGGMVPHE,1
A1MIG89UH68PLZ,1
A3IQN2PEKP1E6G,0
A24MLEBBL5OMC0,1
A2ZRFOT6WE38M5,1
A23GQ7TKMHL6RY,1
A2XCLJRGFANRC,0
A3LSPVIQV4P8P,0
A2KMV056844YV2,1
A2YLHICVCWNNCC,1
A2UX12TPZUOXW1,1
A1IOD110UZH9CC,0
A3G3977XCCPQ4U,1
A3TIL1PC2ZE97B,0
A1V01VL0PKG5N1,1
A1CJKSTPNTOO4V,1
A28SNPM11W0RAN,1
A1LFIIB1AQ9ER5,0
A3PQP4FDHZ9258,1
A3FLRNTYLC7QWH,0
A2U0VUM4HOGVOU,1
A3L5VIXGTCW2X9,0
A2Q8PHOYMP56MV,0
A2V6ZYFTC311ET,1
A3V15SFD7918WZ,1
A1W84YXJ54KG02,1
A2Q0ODJS1RETDE,1
A1XJZ9J0SRNVGO,1
A2EYQX07G392G2,0
A3FW4694KOSRJ2,1
A1UGKTZ5611JHQ,1
A2JTX6NLDYZUM4,1
A3QVJHA6LLAN6M,1
A1IV1SKO57YEMK,0
A3GYVWREKQTUBQ,1
A25KY40NNTEDXD,0
A11LPKNDIR3F7F,1
A18NTI5V03ZD6Y,0
A2VA4I538A36CE,0
A1JW2VI0FGYO7F,1
A3II06TOOQ0LMB,0
A29WZU106L5RI8,1
A36NPMPDTCVDD8,1
A3AEJTO95J4T6V,0
A3PM100V8I7GDL,0
A29KEBGOFM7WP3,0
A3DXHQZPXD7HO6,0
A23OHRTXN1EQBI,0
A3N0KP8ANGFBNZ,1
A51CRRX6H83N8,1
A34T84MGBMWVO1,1
A25F75I515ED04,0
A2SRKUULFFA9GW,0
A1J9UCUOR52EOB,0
A1JRRR74ZWDMZX,0
A3QCHS2BVZA5JZ,1
A1CHKKLWD7U4RL,1
A2VQB3Q40Q14AZ,0
A2WMO663NXMWAW,1
A2FQZKL2KIZACO,1
A2CPAL7DLKFLWM,0
A1QQHFFI1FNFWK,1
A1QCPLT9QVOTXN,1
A15XI2BEGGFEOW,1
A2V04I4NSNHYYO,0
A1V7NEDEESQ66Z,1
A3BEX2JMGRI06Z,1
A2DSZOLDOG70GC,1
A2MTHG7RFDVF2E,0
A15A0MOLDQJ2A2,1
A2SQI5NLZFGF85,1
A3FMV7QJGXXQ9E,1
A2GR78GJ8KNE4R,1
A37TA115S10WZU,0
A39FL6GIM8S2BE,0
A23LQ1ET20CHH,1
A1F9CKM3UUFCGB,1
A2ZGEV4CTSCTIZ,0
A10L3485FT76YW,0
A5IJSRZINII14,1
A34FMWWM33N5J3,1
A237NDY0YOCHWT,1
A2M0ULIXBT5XGI,0
A22M7HMBPC2ACU,0
A1C9XA71D62NVS,1
A7WPK0AMT686V,0
A1D4DLD3XT59I,1
A3O4N5K03T2D19,1
A2LQZOEL0E72H8,0
A258YNWJW2264M,1
A3T1RJW6U3WW63,1
A1Y766VT6WB3KC,1
A33ZLAZ147I7PA,0
A15NJVP7FKDYVP,0
A266T9U4W8FJIW,0
A25DP3DWUXSS48,0
A2K4HN6EECBNR3,1
A30VPPYS4MB541,0
A27VMEB55OY9LS,1
A3IRRIOG6B1UE5,1
A3PMSGUXJQKGCC,0
A1Y5UGW2WT54M5,0
A1VLXLTCDATB06,1
A1XEEKP2QBMM1H,0
A33E93YZBW23ZQ,0
A3GN99BR2NLOSZ,1
A25DO7DRXEHAGM,1
A6N6ECT3043ZB,1
A15ZLACP2QSH7A,1
A3O4CQSM06AP8Q,0
A16W52W9BYIJC2,0
A1YZ2LEWGGW0MT,0
A3HPKL7OP27RIQ,0
A20ZO9RINSQVOI,1
A9ONILFNCF4L1,0
A3S6PIORFSKSAW,0
A3S0C0IV9VFP3P,1
A3D73N3T4L3O1E,0
A2YWJ00ELFUFRE,0
A1FYGMRKYQWZRI,0
A30BR4905OVHM5,0
A3TD34DEZDQPG,1
A15MJ0INTIZDK3,0
A12ZOVGCCDVR39,0
A35QZI35M4XOTN,0
A3DQUPXMIAPP9T,1
A1CQ6MXTEWAU1J,0
A1ZRA3FXXXJ03G,0
A25WMB8AR2KFC1,0
A159LDO52ZPE16,0
A29ARY0VQ9Q5C5,0
A29BCYGLILQZRR,1
A1GYEGLX3P2Y7P,1
A3G4XUHGWH07FP,0
A2UNYQ9EJLQT90,0
A64UDGA1CPINH,1
A934D1GP23SPZ,0
A22GIMZSXF8J5O,0
A2EEJGR3NSLV1N,0
A3FXCOPPN98E0O,1
A19XNZKLWAL1HR,1
A3NKNSPTOEY78O,0
A15XIJYGPOL1KC,1
A201RN5N4W24PX,1
A3S15YGZ6W6EV2,1
A3TWANOXPU6UA8,0
A3LM7UU3BRW5X9,1
A2D6PBIDC8DPSC,1
A2ENQFNRFT16Y3,1
A19GSC3QMK694Q,1
A1KDRHVPUEXRD0,1
A2NGHNC1XXQCSN,0
A82781LIY073L,1
A39JPI41M5Y1RB,1
A1APNR15UXR4JT,1
A2AIBAMKXRIQJ6,1
A340O7ZW66DPPS,1
A2WUA6ANYBP25J,0
A2QWEEYO8QLIMI,1
A14VT9I6HSK95R,1
A1BM9L7L8XQQP7,1
A2OA5DEJ1TUUFB,1
A2C1DPGD7W6JLB,0
A1GOP6LD5F7R70,0
A1WJ3WG5EMM2IC,1
A2B82LO7ZHZDFO,0
A29N66WIWNN8JK,1
A2UODVXSJXGUL9,1
A3IJ0KQUH7V9ZQ,1
A17EJ2I4SNQTE9,1
A4OTYIZEEH9LC,1
A38Y2PO531TXCH,0
A3K8AU6BAGN60E,0
A314R6TI3U5S7F,1
A1Y8JW5YZ1LYRF,0
A27C69BXPRYU4C,0
A1SR93MSFTFV23,0
A1C0JM2BAAIJ8W,0
A2GKG4XFEFD1L1,0
A33WOI846MMYGI,0
A3IIUJR74292BV,1
A31OGTZ4VNEYWU,1
A14GFH2E575SJO,1
A2LEISC4WSPFB3,1
A6B4CSCTRKRQI,0
A1LPL6AUYUA2BH,1
A1SD80SXUS9NO3,1
A3QXBRMHPZPIIP,1
A4KNTOJNA73CD,1
A20ZXMIOGEUPIF,1
A1MDMI571X4O7O,0
A26BCTQTP1C5HY,0
A3UHFQT4E3R2D3,1
A3TU3XRTIQRPYO,0
A385ADHBM4ZR17,1
A7GAGU6YKZYXS,1
A8XBYEF0Y8C7,0
A2GB944A1Y24X8,1
A8X99O8PV08FP,0
A13XMOKA07J374,1
A20JAVN251H2AF,0
A23WCXEVSVJESD,0
A38DJWPUAWD0GB,0
A2NG6NL7WY2E0A,1
A3RH2OIWDPZF2Q,1
A1XKKTKPWJ1WNB,0
A35LZS5ZFRX0HE,0
A3KMRJ0KWT5A4K,1
A3KAS2X0AO8QJ2,0
A3W1B062H0QHAQ,1
A2AUTH9FO2MVW,0
A2EB6CMI00I97N,0
A3OHFP2E3JAD1T,1
A3JZV00SVBTWRY,0
A2FNX9VANZ06NC,1
A1K2EJH0MPZI8O,0
A1RRMPFU4JILOQ,0
A3T7BTQBVRJDOH,0
A3HLBC04U9F1NR,1
A3UQ48D7YX0B52,1
A2J8N90U7AJPQC,1
A1T16YX9I6H6XS,0
A2SKUJHACEF32G,0
A1TI2L994OYRZU,0
A3QK6W2QVEBQ5C,0
A3MEMX0XF00TBD,1
A3W3UVMV5CJCMY,1
A7P4M35WAQDDB,1
A36K52TZIVWF8O,0
A3J33BPZ6DRDTX,1
A35BF0KRZTB0JA,1
A1JZ5IBPZR3DLA,0
A2IBF31N8P9FPJ,1
A1UKG0IWGM9CE6,1
A4LZQHRHFWOJM,0
A2QQYGWKQEJ5WY,1
A19ZQFU5GZLH40,0
A1RJUXDK64O91A,0
A3DEVV7HPYZTCN,1
A3SWKQ5C1JA6KA,1
A2ZBXENDIY5M3V,1
A12F8VYSGR9BNO,1
A3M0ERIM7IDSUX,1
A2VNY0F31JUIQT,1
A1OJQL21OSLXP8,1
A3IFAGP5ELDMHU,0
A3719CEB2WHZED,1
A3DTVMQGMNLX26,0
A5T1LD98U5QP8,1
