user_id,condition,D1_style_margin,D2_author_id_top10,D4_semantic_sim,D5_perfect_rate
AER6II7VS3FHCWLZZTNXHXBZCMEA,D_off,0.24424532800912857,1,0.7511087879538536,0.5
AF7SHUWZHWXOG6ROPPRCJG7JASYA,A_sampled,0.3258501887321472,1,0.7702410221099854,0.375
AF7SHUWZHWXOG6ROPPRCJG7JASYA,B_mean,0.27503351867198944,1,0.765915684401989,0.375
AF7SHUWZHWXOG6ROPPRCJG7JASYA,C_shuffled,0.25238507986068726,1,0.7313433513045311,0.375
AF7SHUWZHWXOG6ROPPRCJG7JASYA,D_off,0.26350735127925873,1,0.7603522539138794,0.25
AFCAOJBDIAIIQUFMWEPZ4NCEL2PQ,A_sampled,0.37969304621219635,1,0.6880908012390137,0.375
AFCAOJBDIAIIQUFMWEPZ4NCEL2PQ,B_mean,0.12770093977451324,1,0.695413276553154,0.625
AFCAOJBDIAIIQUFMWEPZ4NCEL2PQ,C_shuffled,0.3229946770006791,1,0.6321192160248756,0.125
AFCAOJBDIAIIQUFMWEPZ4NCEL2PQ,D_off,0.053846463561058044,0,0.7564261257648468,0.375
AFGILDAOESUJX3BCUY533G2ZZ5FA,A_sampled,0.36097918450832367,1,0.5630156062543392,0.125
AFGILDAOESUJX3BCUY533G2ZZ5FA,B_mean,0.41445431113243103,1,0.5544008538126945,0.0
AFGILDAOESUJX3BCUY533G2ZZ5FA,C_shuffled,0.34387265145778656,1,0.5425101965665817,0.0
AFGILDAOESUJX3BCUY533G2ZZ5FA,D_off,0.2978716641664505,1,0.630843311548233,0.0
AFO2SXNWPO3ZX5SFC226HLM65YRQ,A_sampled,0.18643106520175934,1,0.820164293050766,0.375
AFO2SXNWPO3ZX5SFC226HLM65YRQ,B_mean,0.18643106520175934,1,0.826547771692276,0.875
AFO2SXNWPO3ZX5SFC226HLM65YRQ,C_shuffled,0.16176526248455048,1,0.7935580238699913,0.125
AFO2SXNWPO3ZX5SFC226HLM65YRQ,D_off,0.5854030847549438,1,0.8223055228590965,1.0
AFR6N2JHAAWJLI5EJFQDENFMVVAQ,A_sampled,0.5274386554956436,1,0.7513451501727104,0.375
AFR6N2JHAAWJLI5EJFQDENFMVVAQ,B_mean,0.4020244926214218,1,0.81295595318079,0.625
AFR6N2JHAAWJLI5EJFQDENFMVVAQ,C_shuffled,0.5812079161405563,1,0.7429030761122704,0.375
AFR6N2JHAAWJLI5EJFQDENFMVVAQ,D_off,0.5976222008466721,1,0.8272540271282196,0.625
AFRVEZ6EJNYZOHC7WT5T4OJP5XCA,A_sampled,0.46861694753170013,1,0.8075297325849533,0.125
AFRVEZ6EJNYZOHC7WT5T4OJP5XCA,B_mean,0.4826914370059967,1,0.7815650254487991,0.125
AFRVEZ6EJNYZOHC7WT5T4OJP5XCA,C_shuffled,0.4380292445421219,1,0.7704643309116364,0.125
AFRVEZ6EJNYZOHC7WT5T4OJP5XCA,D_off,0.46584366785828024,1,0.8277716934680939,0.125
AFUAKR7T37ENPSFCNQFHAAWRCVLQ,A_sampled,0.757892370223999,1,0.8372189030051231,0.625
AFUAKR7T37ENPSFCNQFHAAWRCVLQ,B_mean,0.8301265686750412,1,0.7308434918522835,0.125
AFUAKR7T37ENPSFCNQFHAAWRCVLQ,C_shuffled,0.5673957467079163,1,0.7793150097131729,0.0
AFUAKR7T37ENPSFCNQFHAAWRCVLQ,D_off,0.6423239707946777,1,0.8741911426186562,0.75
AFWALD54B3GMUXE5JRTEVDWYDK2A,A_sampled,0.46622395515441895,1,0.8567439094185829,0.5
AFWALD54B3GMUXE5JRTEVDWYDK2A,B_mean,0.2783815264701843,1,0.8625281155109406,1.0
AFWALD54B3GMUXE5JRTEVDWYDK2A,C_shuffled,0.28696049377322197,1,0.8228887021541595,0.875
AFWALD54B3GMUXE5JRTEVDWYDK2A,D_off,0.28569281846284866,1,0.8166234120726585,0.5
AFYJAAEIW7G4CNQQUGYO7RO5TLIQ,A_sampled,0.10939252376556396,1,0.723926231265068,0.0
AFYJAAEIW7G4CNQQUGYO7RO5TLIQ,B_mean,0.20835977792739868,1,0.7394756898283958,0.0
AFYJAAEIW7G4CNQQUGYO7RO5TLIQ,C_shuffled,0.23444271087646484,1,0.8042297065258026,0.25
AFYJAAEIW7G4CNQQUGYO7RO5TLIQ,D_off,0.12323416769504547,1,0.7293357104063034,0.125
AG2BDJERYSIN2W2GMJ72IKLYNNLQ,A_sampled,0.24672036431729794,1,0.7296807989478111,0.375
AG2BDJERYSIN2W2GMJ72IKLYNNLQ,B_mean,0.1711009442806244,0,0.7440086454153061,0.625
AG2BDJERYSIN2W2GMJ72IKLYNNLQ,C_shuffled,0.2899148128926754,1,0.7617659121751785,0.875
AG2BDJERYSIN2W2GMJ72IKLYNNLQ,D_off,0.33201855421066284,1,0.7782386168837547,0.75
AG7UGH6EAWJ26U2UVVPC6DL3IVQQ,A_sampled,-0.06748105958104134,0,0.8410914391279221,0.625
AG7UGH6EAWJ26U2UVVPC6DL3IVQQ,B_mean,-0.06309974193572998,0,0.8340219333767891,0.5
AG7UGH6EAWJ26U2UVVPC6DL3IVQQ,C_shuffled,-0.06490660272538662,0,0.7895970046520233,0.25
AG7UGH6EAWJ26U2UVVPC6DL3IVQQ,D_off,-0.03472529351711273,1,0.7847916334867477,0.125
AGJAAIVCKU5TQ5CELVGFAR5D2GXA,A_sampled,0.26738932728767395,1,0.6789485141634941,0.25
AGJAAIVCKU5TQ5CELVGFAR5D2GXA,B_mean,0.25116148591041565,1,0.618790976703167,0.25
AGJAAIVCKU5TQ5CELVGFAR5D2GXA,C_shuffled,0.251799501478672,1,0.767104297876358,0.25
AGJAAIVCKU5TQ5CELVGFAR5D2GXA,D_off,0.29867076128721237,1,0.691141352057457,0.375
AGJZSZFWGKZIA5WHY43KK6P7FNBQ,A_sampled,0.802037924528122,1,0.6629484668374062,0.125
AGJZSZFWGKZIA5WHY43KK6P7FNBQ,B_mean,0.9701239168643951,1,0.7186676114797592,0.0
AGJZSZFWGKZIA5WHY43KK6P7FNBQ,C_shuffled,0.6428413093090057,1,0.63165482878685,0.5
AGJZSZFWGKZIA5WHY43KK6P7FNBQ,D_off,0.3358626067638397,1,0.7435988038778305,0.625
AGLGCQJ6R7DK2HOZRYGHMQ7D6BTA,A_sampled,0.35619132220745087,1,0.7922040373086929,0.25
AGLGCQJ6R7DK2HOZRYGHMQ7D6BTA,B_mean,0.4429311603307724,1,0.8619796931743622,0.5
AGLGCQJ6R7DK2HOZRYGHMQ7D6BTA,C_shuffled,0.3306895047426224,1,0.7195455506443977,0.25
AGLGCQJ6R7DK2HOZRYGHMQ7D6BTA,D_off,0.5020124316215515,1,0.7689610421657562,0.75
AGOPE3DE2M4CPQW4G7L4GAEHTJBA,A_sampled,0.01760270446538925,1,0.7453076541423798,0.0
AGOPE3DE2M4CPQW4G7L4GAEHTJBA,B_mean,0.7865906059741974,1,0.7743643969297409,0.0
AGOPE3DE2M4CPQW4G7L4GAEHTJBA,C_shuffled,-0.044434912502765656,0,0.7151592597365379,0.0
AGOPE3DE2M4CPQW4G7L4GAEHTJBA,D_off,-0.10203201696276665,0,0.7697868272662163,0.0
AGV7MJIYWVS7UVMOHQW5FYIEQC3A,A_sampled,-0.10953253135085106,0,0.7147369757294655,0.0
AGV7MJIYWVS7UVMOHQW5FYIEQC3A,B_mean,0.04495207965373993,0,0.7090326622128487,0.375
AGV7MJIYWVS7UVMOHQW5FYIEQC3A,C_shuffled,0.193918377161026,0,0.7304687276482582,0.125
AGV7MJIYWVS7UVMOHQW5FYIEQC3A,D_off,0.38451746106147766,1,0.8075306788086891,0.125
AGYIQYQKJSRVSDJUPW6Z5KNI3GRQ,A_sampled,0.5678211376070976,1,0.697852797806263,0.5
AGYIQYQKJSRVSDJUPW6Z5KNI3GRQ,B_mean,0.31678515672683716,1,0.692829318344593,0.25
AGYIQYQKJSRVSDJUPW6Z5KNI3GRQ,C_shuffled,0.35579814016819,1,0.6834870204329491,0.0
AGYIQYQKJSRVSDJUPW6Z5KNI3GRQ,D_off,0.3817112445831299,1,0.6897742301225662,0.125
AH5ONINJRNZ674DXUMV4RMYIFYVQ,A_sampled,-0.004514312371611595,0,0.6630052737891674,0.25
AH5ONINJRNZ674DXUMV4RMYIFYVQ,B_mean,-0.0670640766620636,0,0.6966925337910652,0.75
AH5ONINJRNZ674DXUMV4RMYIFYVQ,C_shuffled,0.1649598628282547,0,0.6598843261599541,0.25
AH5ONINJRNZ674DXUMV4RMYIFYVQ,D_off,0.2080574333667755,1,0.6602867692708969,0.25
AH5OZYVAPLO374DQNA67WQM3YXYQ,A_sampled,-0.04475975036621094,0,0.7586179077625275,0.875
AH5OZYVAPLO374DQNA67WQM3YXYQ,B_mean,-0.09251689910888672,0,0.7507094144821167,1.0
AH5OZYVAPLO374DQNA67WQM3YXYQ,C_shuffled,0.04411596059799194,0,0.7145564407110214,0.875
AH5OZYVAPLO374DQNA67WQM3YXYQ,D_off,-0.03310570865869522,0,0.7717166021466255,0.875
AHKL2IAC36ECZBY6GALHYGJKSJCA,A_sampled,0.4968889057636261,1,0.6228283569216728,0.25
AHKL2IAC36ECZBY6GALHYGJKSJCA,B_mean,0.3510267287492752,1,0.605872817337513,0.0
AHKL2IAC36ECZBY6GALHYGJKSJCA,C_shuffled,0.04828794300556183,0,0.6974025964736938,0.25
AHKL2IAC36ECZBY6GALHYGJKSJCA,D_off,0.2792232185602188,1,0.8683819696307182,0.75
AHOEMNCGNZJMIS5RHBTTKMDDQU3A,A_sampled,0.12372662127017975,0,0.7887417003512383,0.75
AHOEMNCGNZJMIS5RHBTTKMDDQU3A,B_mean,0.3001924604177475,0,0.7646926045417786,0.875
AHOEMNCGNZJMIS5RHBTTKMDDQU3A,C_shuffled,0.42542243003845215,1,0.8137677907943726,0.875
AHOEMNCGNZJMIS5RHBTTKMDDQU3A,D_off,0.2874586060643196,0,0.7922803461551666,0.875
AHSSDNEMHCJBRRMCLPGASYU2JQLQ,A_sampled,0.21168971061706543,0,0.6699372380971909,0.25
AHSSDNEMHCJBRRMCLPGASYU2JQLQ,B_mean,0.1427445262670517,0,0.6882689520716667,0.375
AHSSDNEMHCJBRRMCLPGASYU2JQLQ,C_shuffled,0.1950843632221222,1,0.6893488317728043,0.5
AHSSDNEMHCJBRRMCLPGASYU2JQLQ,D_off,0.18353243172168732,0,0.6816838011145592,0.5
